./ff/00000.JPG;404.728395;243.654988;
./ff/00002.JPG;355.702509;190.459963;
./ff/00001.JPG;321.601476;185.585669;
./ff/00003.JPG;398.129371;242.021124;
./ff/00004.JPG;409.654008;255.259755;
./ff/00005.JPG;421.994083;290.929921;
./ff/00006.JPG;406.936740;309.805230;
./ff/00007.JPG;450.188995;350.663984;
./ff/00008.JPG;461.033573;395.041884;
./ff/00009.JPG;507.431599;422.041929;
./ff/00010.JPG;476.642480;354.096580;
./ff/00011.JPG;529.826389;426.548514;
./ff/00012.JPG;535.620240;401.781303;
./ff/00013.JPG;587.847059;474.129198;
./ff/00014.JPG;600.557658;464.977308;
./ff/00015.JPG;591.665535;456.342078;
./ff/00016.JPG;567.420068;433.023530;
./ff/00017.JPG;573.030628;453.242359;
